name,5,4,3,2,1,total
TicWatch GTH smartwatch 24H Skin Temperature Measurement Blood Oxygen 24H Heart Rate Monitoring Sleep Tracking 5ATM Water Resistant Rating Stress Tracking 10 Days Battery Life Smart Watch,42%,26%,12%,8%,12%,283
CanMixs Smart Watch for Android Phones ios Fitness Tracker Digital Watch with Heart Rate Blood Oxygen Sleep Monitor IP68 Waterproof Smart Watch for Women Men Smartwatch 46mm Compatible iPhone Samsung,51%,17%,13%,7%,12%,1837
Smart Watch - CatShin Fitness Tracker for Women Android iOS Phone with Heart Rate Monitor Blood Pressure Waterproof Sleep Pedometer Bluetooth Sports Menstrual Reminder Smartwatch,92%,8%,0%,0%,0%,23
Fitness Tracker Watch Activity Trackers for Women Men Exercise Fitness Watch Health Tracker Heart Rate Sleep Monitor Waterproof Smartwatch with Calories GPS Step Counter Pedometer Workout Watch,93%,7%,0%,0%,0%,36
Smart Watch - CatShin Fitness Tracker for Women Android iOS Phone with Heart Rate Monitor Blood Pressure Waterproof Sleep Pedometer Bluetooth Sports Menstrual Reminder Smartwatch,92%,8%,0%,0%,0%,23
Samsung Electronics Galaxy Watch 4 40mm Smartwatch with ECG Monitor Tracker for Health Fitness Running Sleep Cycles GPS Fall Detection Bluetooth US Version Silver,75%,13%,6%,2%,5%,1174
NoiseFit Active Smartwatch,100%,0%,0%,0%,0%,1
CanMixs Smart Watch for Android Phones ios Fitness Tracker Digital Watch with Heart Rate Blood Oxygen Sleep Monitor IP68 Waterproof Smart Watch for Women Men Smartwatch 46mm Compatible iPhone Samsung,51%,17%,13%,7%,12%,1837
Pradory Smart Watch Fitness Watch Activity Tracker with Blood Pressure Heart Rate Monitor IP67 Waterproof Bluetooth Smartwatch Touch Screen Sports Tracker Watch for iOS Phones Android Men Women Pink,87%,7%,4%,1%,1%,1106
"Smartwatch for Men Fashion Fitness Tracker Bluetooth Calls Voice Chat Fashion Steel with Blood Pressure Heart Rate Sleep Monitor1.3"" Full Touch Screen Activity Trackers IP67 Waterproof Pedometer for iOS Android",63%,18%,7%,5%,7%,256
Smart Watch for Android Phones iPhone Compatible IP68 Waterproof Smartwatch Touch Screen Fitness Tracker Fitness Watch Heart Rate Monitor Blood Oxygen Smart Watches for Men Women,100%,0%,0%,0%,0%,17
SAMSUNG Galaxy Smart Watch 3 (45mm Mystic Black) (Renewed),78%,13%,4%,2%,3%,752
SAMSUNG Galaxy Watch 4 Classic R890 46mm Smartwatch GPS WiFi (International Model) (Black),69%,19%,0%,0%,11%,13
Stiive Smart Watch 1.28 Inch Full Touch Screen Smartwatch for Men Women Heart Rate & Sleep Monitor Pedometer IP68 Waterproof Fitness Watch for Android & iOS Phones-Pink,65%,14%,9%,4%,8%,168
"UHOOFIT Smart Watch for Men 1.71"" Full Touch Smartwatch with Heart Rate Monitor Message Notification Sleep Monitor IP68 Waterproof Fitness Watch with 20 Mode Sports Countdown Alarm for Android iOS",60%,20%,20%,0%,0%,6
"Sudugo Smart Watch 2021 Watches for Men Women 1.69"" Touch Screen Fitness Tracker Activity Tracker with Pedometer Heart Rate and Sleep Monitor IP67 Waterproof Smartwatch Compatible iOS Android",73%,10%,5%,2%,11%,359
Smart Watch 1.28’’ Full Touch Screen Smartwatch for Men Women IP68 Waterproof Fitness Tracker with Swimming 10 Sports Modes 24H Heart Rate Monitor Sleep Tracker Pedometer for Android iOS (Black),79%,21%,0%,0%,0%,18
(Refurbished) SAMSUNG Galaxy Watch (42mm) SM-R810NZKAXAR (Bluetooth) - Black,68%,14%,6%,3%,8%,1811
SAMSUNG SM-R805UZSAXAR Galaxy Watch Smartwatch 46mm Stainless Steel LTE GSM (Unlocked) Silver (Renewed),74%,12%,4%,3%,7%,1303
iFuntecky Smart WatchSmartwatch for Android PhonesSmart Watches Touchscreen with Camera Bluetooth Watch Cell Phone with Sim Card Slot Compatible Samsung iOS Phone 12 12 Pro 11 10 Men Women,88%,0%,0%,0%,12%,20
Fossil Gen 5 Julianna Stainless Steel Touchscreen Smartwatch with Speaker Heart Rate GPS Contactless Payments and Smartphone Notifications,72%,13%,6%,3%,7%,4400
"Smart Watch 2021 Ver. Watches for Men Women Fitness Tracker 1.69"" Touch Screen Smartwatch Fitness Watch Heart Rate Monitor IP68 Waterproof Pedometer Activity Tracker Sleep Monitor for Android iPhone",54%,18%,11%,6%,11%,3560
Garmin Hybrid Smartwatch with Real Watch Hands and Hidden Color Touchscreen Displays rose gold with light sand case and band 39mm 010-02238-02,68%,16%,7%,4%,6%,4098
2021 Smart Watches for Women Fitness Tracker with Blood Pressure Heart Rate Blood Oxygen Monitor IP68 Waterproof Activity Tracker with Pedometer Smartwatch for Android Phones,89%,8%,0%,0%,3%,89
Fitniv Smart Watch 1.4 Inch Touch Screen Smartwatch with Heart Rate Monitor IP68 Waterproof Fitness Tracker Compatible with iPhone and Android Phones for Women Men,67%,15%,5%,5%,8%,164
Galaxy Watch 4 40mm Smartwatch with ECG Monitor Tracker for Health Fitness Running Sleep Cycles GPS Fall Detection LTE US Version Pink Gold,75%,13%,6%,2%,5%,1174
Fitness Tracker Watch Activity Trackers for Women Men Exercise Fitness Watch Health Tracker Heart Rate Sleep Monitor Waterproof Smartwatch with Calories GPS Step Counter Pedometer Workout Watch,93%,7%,0%,0%,0%,36
Fossil Men's Collider Hybrid Smartwatch HR with Always-On Readout Display Heart Rate Activity Tracking Smartphone Notifications Message Previews,70%,16%,6%,3%,5%,1916
Dirrelo Smart Watch for Android Phones and iPhone Compatible Smart Watches for Women Men 5ATM Waterproof Fitness Smartwatch with Heart Rate Monitor & Sleep Tracker & Blood Oxygen Monitor Pink,59%,18%,10%,4%,9%,2075
iFuntecky Smart WatchSmartwatch for Android PhonesSmart Watches Touchscreen Camera Bluetooth Watch Cell Phone Sim Card Compatible Samsung Men Women,69%,13%,9%,4%,5%,1765
SUUNTO 7 GPS Sports Smart Watch,66%,11%,8%,4%,11%,490
Fossil Women's Gen 6 42mm Stainless Steel Touchscreen Smart Watch Heart Rate Color: Rose Gold Gunmetal (Model: FTW6078V),63%,17%,8%,8%,5%,30
Kids Smart Watch for Boys GirlsChild Smartwatches with 16 Games Music Player Camera Alarm Clock Calculator 12/24 hr Touch Screen for Kids Age 4-12 Birthday Educational Learning Toys,72%,7%,4%,7%,10%,89
Smart Bluetooth Watch Fitness Watch Blood Pressure IP68 Waterproof Pedometer Text Reminder Fit Tracker Step Watch Tracker for Men Women Sport Bracelet Compatible with iOS & Android Phones,18%,35%,20%,0%,26%,5
Apple Smart Keyboard for iPad (9th Generation) and iPad Air (3rd Generation) - US English,82%,10%,3%,1%,3%,4178
"Kimnix Smart Watch1.72"" HD Full Touch Screen Larger Battery Life Fitness TrackerAnswer Call/Text/Heart Rate/Blood Pressure/Health Bracelet and Sleep Monitor Smartwatch for Android & iOS Men Women",46%,16%,12%,6%,19%,455
Smart Watch - CatShin Fitness Tracker for Women Android iOS Phone with Heart Rate Monitor Blood Pressure Waterproof Sleep Pedometer Bluetooth Sports Menstrual Reminder Smartwatch,92%,8%,0%,0%,0%,23
Michael Kors Women's MKGO Gen 5E 43mm Touchscreen Smartwatch with Fitness Tracker Heart Rate Contactless Payments and Smartphone Notifications,76%,13%,5%,3%,3%,236
GOKOO Smart Watch for Men Fitness Tracker Mens with Blood Pressure Monitor Heart Rate Sleep Compatible with iOS and Android Phones Waterproof Pedometer Calorie Counter Running,57%,13%,11%,7%,11%,335
Smart Watch Fitness Tracker with 1.57inch Touch Screen Smartwatch for Men Women Blood Oxygen Meter Heart Rate Sleep Monitor Answer Calls Voice Output Pedometer for iOS iPhone Samsung Android Phones,52%,16%,12%,6%,14%,330
HUAWEI Watch GT 2 2019 Bluetooth SmartWatch Longer Lasting 2 Weeks Battery Life Waterproof Compatible with iPhone and Android 46mm No Warranty International Version (Sunset Orange) (Renewed),62%,19%,19%,0%,0%,6
Smart Watch Women Fitness Tracking Watch Phone Incoming Call SMS Notifications Men Activity Tracking Smart Watches Weather Forecasts Health Watches with 8 Sports Modes for Android iPhone Phones,72%,28%,0%,0%,0%,11
Smart Watch 2021Smart Watch with Call for MenHealth and Fitness Smartwatch for Android iOS Phones with Sleep TrackerApp Message ReminderMusic ControlIP67 Waterproof Smart Watch Brown,44%,18%,12%,6%,19%,1925
"TICWRIS Andriod Smart Watch GPS Android Smartwatch 4G LTE with 2.86"" Touch Screen Face Unclok Phone Watch with 2880mAh Battery IP67 Waterproof Sport Watch3GB+32GB Andriod Watch for Men (Black)",52%,12%,14%,6%,16%,887
Smart Watch for Women AGPTEK Smartwatch for Android and iOS Phones IP68 Waterproof Activity Tracker with Full Touch Color Screen Heart Rate Monitor Pedometer Sleep Monitor Pink LW11,61%,16%,10%,5%,8%,17731
QAAEEDY Smart Watch for Android Phones iOSFitness Tracke with Heart Rate Blood Oxygen Sleep Monitor IP68 Waterproof Smart Watch Compatible iPhone Samsung Smart Watches for Women Men (Black),54%,7%,10%,8%,21%,87
"DOMEZAN Smart Watch Smart Watches for Women Men with 24-Hour Health Monitoring and Fitness Tracking Features 1.3"" Touch Screen IP68 Swimming Waterproof Available for Android/iOS Phones",69%,31%,0%,0%,0%,8
Fitpolo Smart Watches for Women Men Smart Watch for Android Phones and iOS Phones IP68 Swimming Waterproof Fitness Watch Pedometer Fitness Tracker Heart Rate Monitor Full Touch Screen Smartwatch,59%,18%,10%,5%,8%,1163
"Amazfit GTS Fitness Smartwatch with Heart Rate Monitor 14-Day Battery Life Music Control 1.65"" Display Sleep and Swim Tracking GPS Water Resistant Smart Notifications Desert Gold",70%,15%,6%,3%,6%,583
Michael Kors Women's MKGO Gen 5E 43mm Touchscreen Smartwatch with Fitness Tracker Heart Rate Contactless Payments and Smartphone Notifications,76%,13%,5%,3%,3%,236
Movado Connect 2.0 Unisex Powered with Wear OS by Google Stainless Steel and Black Velcro Fabric Smartwatch Color: Black (Model: 3660031),43%,22%,13%,7%,16%,33
Amazfit Bip Fitness Smartwatch All-Day Heart Rate and Activity Tracking Sleep Monitoring Built-In GPS 45-Day Battery Life Bluetooth Onyx Black,55%,18%,10%,7%,11%,10277
"DOMEZAN Smart Watch Smart Watches for Women Men with 24-Hour Health Monitoring and Fitness Tracking Features 1.3"" Touch Screen IP68 Swimming Waterproof Available for Android/iOS Phones",69%,31%,0%,0%,0%,8
Samsung Galaxy Watch Active2 (Silicon Strap + Aluminum Bezel) Bluetooth - International (Pink Gold R820-44mm),80%,10%,4%,1%,5%,3168
Smart Watch，Bluetooth Smartwatch with Call/SMS/Camera SIM SD Card Slot/Pedometer/Qidoou Fitness Watch Support Calls Messages for Women Men Kids Compatible with Android iPhone iOS (Pink),78%,0%,0%,0%,22%,12
Smart Watch for Men Smart Watch for Android iOS Phones with Text and Call Blood Pressure Heart Rate Monitor Sleep Tracker Music Player Message Reminder Waterproof Android Smartwatch,38%,24%,20%,4%,15%,45
Smart Watch for Men Women(Make/Answer Call 1.28 Inch Bluetooth) Fitness Tracker with Real-Time Monitor App Message Reminder Waterproof Smart Watch for Android iOS Phones (Steel & Silicone Band),47%,21%,11%,8%,12%,45
GOKOO Smart Watch for Men Fitness Tracker Mens with Blood Pressure Monitor Heart Rate Sleep Compatible with iOS and Android Phones Waterproof Pedometer Calorie Counter Running,57%,13%,11%,7%,11%,335
Garmin vivomove HR Hybrid Smartwatch for Men and Women White/Rose Gold,70%,15%,5%,3%,6%,3897
"Smart Watch for Android/iOS Phones1.54"" Smartwatch with Heart RateCallSleep MonitorFull Touch ScreenStep CounterBlood PressureBlood Oxygen TrackingIP67 Waterproof Fitness Tracker Watch",52%,16%,7%,8%,18%,23
Apple Watch Series 6 (GPS 44mm) - Blue Aluminum Case with Deep Navy Sport Band (Renewed),79%,10%,1%,0%,10%,181
feifuns Smart Watch(Receive/Make Call) 1.54'' Full Touch Screen Fitness Tracker with Life Water-Resistant Heart Rate/Blood Pressure/Oxygen Pedometer Sleep Track for Women Men Android iOS Phone (Blue),55%,17%,10%,6%,12%,2150
Smart Watch (Answer/Make Call) IP67 Waterproof Fitness Watch with Blood Pressure Heart Rate SpO2 Sleep Tracker Voice Control Sports Smart Watches for Women Men for Android iOS Phones (Black),38%,20%,16%,6%,20%,27
Fitness Tracker Watch Activity Trackers for Women Men Exercise Fitness Watch Health Tracker Heart Rate Sleep Monitor Waterproof Smartwatch with Calories GPS Step Counter Pedometer Workout Watch,93%,7%,0%,0%,0%,36
Smart Watch for Women Compatible iPhone and Andriod Phones 1.09'' Touch Screen Round Smartwatch IP67 Waterproof Fitness Tracker with Heart Rate Sleep Monitor Female Physiological Cycle (Coffee),65%,35%,0%,0%,0%,4
Smart Watches for Men Women (Make/Answer Call 454x454 Resolution) Smart Watch for Android Phones Smartwatch with Health Monitor Message Reminder IP68 Waterproof Android Smart Watch,31%,20%,22%,5%,23%,44
CanMixs Smart Watch for Android Phones ios Fitness Tracker Digital Watch with Heart Rate Blood Oxygen Sleep Monitor IP68 Waterproof Smart Watch for Women Men Smartwatch 46mm Compatible iPhone Samsung,51%,17%,13%,7%,12%,1837
Samsung Galaxy Watch 4 44mm Smartwatch with ECG Monitor Tracker for Health Fitness Running Sleep Cycles GPS Fall Detection Bluetooth US Version Silver,75%,13%,6%,2%,5%,1174
Smart Watch for Android Phones IOS Yocuby Smart Watch with Heart Rate Monitor Pedometer Calorie Counter Stylish Fitness Tracker with Sleep Monitor Color Gradient Smartwatch for Men Women Purple,49%,51%,0%,0%,0%,2
(Renewed) Apple Watch Series 5 (GPS 44MM) - Space Gray Aluminum Case with Black Sport Band,81%,8%,3%,2%,7%,4466
SAMSUNG Galaxy Watch 4 44mm R870 Smartwatch GPS WiFi Bluetooth (International Model) (Silver),100%,0%,0%,0%,0%,1
Movado Connect 2.0 Unisex Powered with Wear OS by Google Stainless Steel and Black Leather Smartwatch Color: Black (Model: 3660028),66%,8%,13%,5%,8%,96
2021 Smart Watches for Women Fitness Tracker with Blood Pressure Heart Rate Blood Oxygen Monitor IP68 Waterproof Activity Tracker with Pedometer Smartwatch for Android Phones,89%,8%,0%,0%,3%,89
Kids Smartwatches for Girls Boys - Waterproof Kids Smart Watches Phone HD IPS Touch Screen Call Watch for Kids with 11 Games 3 Alarm Music Video Camera Torch Birthday Gifts for Kids Ages 3-14,78%,0%,0%,0%,22%,10
Samsung Galaxy Watch3 Watch 3 (GPS Bluetooth LTE) Smart Watch with Advanced Health Monitoring Fitness Tracking and Long Lasting Battery (Black 45MM) (Renewed),71%,14%,6%,3%,7%,521
SAMSUNG Gear S3 Frontier Smartwatch (Bluetooth) SM-R760NDAAXAR,76%,11%,4%,2%,6%,8705
CatShin Smart Watch for Kids - Fitness Tracker Watch for Kids Girls Boys - Teens Smart Band Activity Tracker with Heart Rate Monitor Blood Pressure Sleep Pedometer Sports Waterproof IP67,61%,13%,8%,8%,9%,40
"Smart Watch for Android & iOS Phones 1.69"" Touch Screen Fitness Tracker with Heart Rate and Blood Pressure & Sleep Monitor Activity Tracker with IP68 Waterproof Pedometer Smartwatch for Women Men",64%,9%,27%,0%,0%,10
"WEIHUAX Fitness Smart Watch Fitness Tracker Sport Watch with Heart Rate Monitor Sleep Quality Tracker IP68 Waterproof 1.28"" Touch Screen Custom Dials Edited Call 13 Sports Modes for Phones",100%,0%,0%,0%,0%,2
HUAWEI Watch GT 2 Pro Smart Watch 1.39 inch AMOLED Touchscreen SmartWatch Sport GPS 14 Days Battery Life Heart Rate Tracker Blood Oxygen Monitor Waterproof Bluetooth Calls for Android Black,62%,21%,6%,5%,5%,225
Fitness Tracker with Heart Rate Monitor Fitpolo Smart Watch 1.3 inches Color Touch Screen IP68 Waterproof Step Calorie Counter Sleep Monitoring Pedometer Watches Activity Tracker for Women Men Kids,61%,17%,10%,5%,7%,4128
Smart Watches for Men WomenFitness Tracker with Heart Rate Monitor Sport AMOLED Display Swimming Waterproof Watch for Android/ iOS/Phones Black,47%,21%,15%,7%,10%,120
UMIDIGI Smart Watch for Android Phones Compatible with Samsung iPhone Sleep Tracker Waterproof Smartwatch with Heart Rate Monitor Fitness Tracker for Women and Men-Uwatch 2S,57%,17%,10%,5%,9%,5928
HUAWEI Band 6 Fitness Tracker Smartwatch for Men Women 1.47’’ AMOLED Color Screen All Day Spo2 and Heart Rate Monitoring2 Week Battery Life5ATM Waterproof Global VersionPink,73%,15%,5%,1%,7%,458
Samsung Galaxy Watch 3 Stainless Steel (41mm) SpO2 Oxygen Sleep GPS Sports + Fitness Smartwatch IP68 Water Resistant International Model - No S Pay SM-R850 (Fast Charge Cube Bundle Silver),73%,13%,2%,3%,10%,160
Smart Watch AMOYEE Fitness Watch with Heart Rate IP68 Waterproof Activity Tracker Fitness Tracker Sleep Monitoring Blood Oxygen Smartwatch Compatible with iOS and Android for Men and Women,91%,4%,5%,0%,0%,49
Smart Watch for Men Women (Make/Answer Call 360x360 Resolution) Smart Watch for Android iOS Phones with Fitness Tracker Health Monitor App Message Reminder IP 68 Waterproof Men Smart Watch,40%,12%,14%,7%,27%,93
Smart WatchMAXTOP Fitness Watch for Android/iOS Phones with Blood Pressure Heart Rate & Blood Oxygen Monitor Activity Tracker 1.4'' Full Touch Screen IP67 Waterproof Smartwatch for Men Women (Gray),62%,0%,38%,0%,0%,11
QAAEEDY Smart Watch for Android Phones iOSFitness Tracke with Heart Rate Blood Oxygen Sleep Monitor IP68 Waterproof Smart Watch Compatible iPhone Samsung Smart Watches for Women Men (Gold),54%,7%,10%,8%,21%,87
Fitness Tracker Watch Activity Trackers for Women Men Exercise Fitness Watch Health Tracker Heart Rate Sleep Monitor Waterproof Smartwatch with Calories GPS Step Counter Pedometer Workout Watch,93%,7%,0%,0%,0%,36
Pradory Smart Watch Fitness Watch Activity Tracker for Android iOS Phones Ip67 Waterproof Bluetooth Smartwatch Touch Screen Sports Watch with Heart Rate Blood Pressure Monitor Men Women Black,86%,9%,3%,1%,1%,1442
Disney Frozen Touch-Screen Smartwatch Built in Selfie-Camera Easy-to-Buckle Strap Purple Smart Watch,75%,13%,6%,2%,4%,1373
Smart Watches for Men ANDFZ 2021 Version 1.30'' Smart Watch for Android iOS Phones with Receive/dial (T42-Black),100%,0%,0%,0%,0%,2
GADIXY Bluetooth Call SmartWatch Fitness Activity Tracker Smart Watch for Women IP67 Waterproof Heart Rate Sleep Monitor Smart Watches for Android iPhone Phones (Black),0%,27%,27%,0%,46%,4
"Hamile 2021 Version 1.55"" Smart Watch for Android Phones Compatible with iPhone Fitness Watch with Heart Rate Monitor Sleep Tracker 5ATM Waterproof Smart Watches for Women Men 200+ Dials Lavender",62%,16%,7%,8%,7%,432
"Smartwatch for Men Fashion Fitness Tracker Bluetooth Calls Voice Chat Fashion Steel with Blood Pressure Heart Rate Sleep Monitor1.3"" Full Touch Screen Activity Trackers IP67 Waterproof Pedometer for iOS Android",63%,18%,7%,5%,7%,256
Y&L Smart Watch Fitness Tracker with Heart Rate Monitor and SpO2 Sleep Monitor 5ATM Waterproof Smartwatch Compatible with iPhone and Android Phones for Women Men Pink,45%,0%,0%,27%,27%,4
Smart Watch Fitness Tracker Men - CatShin Smartwatch with Heart Rate Blood Pressure Monitor Pedometer Sport Sleep Waterproof Bluetooth Touch Screen Compatible Android iOS Phone,25%,0%,75%,0%,0%,2
Smart Watch 1.69'' Smartwatch for Android Phones and IOS Phones Compatible with iPhone Samsung IP68 Waterproof Fitness Tracker with Heart Rate and Sleep Monitor Pedometer Smart Watches for Men Women,80%,10%,0%,6%,4%,88
"UHOOFIT Smart Watch for Men 1.71"" Full Touch Smartwatch with Heart Rate Monitor Message Notification Sleep Monitor IP68 Waterproof Fitness Watch with 20 Mode Sports Countdown Alarm for Android iOS",60%,20%,20%,0%,0%,6
